TIMESTAMP,AirTC_2m_Avg,RH_2m,AirTC_25m_Avg,RH_25m
2017-01-01,21.073390663390665,44.299144144144144,22.373276003276004,59.272563472563476
2017-01-02,21.09957317073171,44.450209059233444,22.40747386759582,60.9208449477352
2017-01-03,21.464798567591764,43.048719785138765,23.111253357206806,60.631933751119064
2017-01-04,20.10056994818653,40.51610362694301,21.061274611398964,62.770787564766835
2017-01-05,15.968863134657838,65.47656732891832,18.931269315673287,73.04259381898454
2017-01-06,19.81683597883598,40.66719047619048,21.475216931216934,60.595544973544975
2017-01-07,22.507277829747427,21.68702712815716,23.453395696913002,48.79265668849392
2017-01-08,21.793763124199742,34.8183994878361,23.118898847631243,53.757208706786166
2017-01-09,19.784635897435898,44.17926153846154,21.51525128205128,60.22792820512821
2017-01-10,17.31915644171779,55.61243098159509,20.025751533742334,66.9384509202454
2017-01-11,18.71842549923195,46.265023041474656,20.772903225806452,62.798701996927804
2017-01-12,21.084624871531346,41.05872559095581,23.077245632065775,60.146865364850974
2017-01-13,19.446447638603697,36.459969199178644,20.739774127310064,60.39335728952772
2017-01-14,15.730498595505617,54.02617275280899,18.404557584269664,67.64670646067415
2017-01-15,18.516229013254787,41.474250368188514,20.912326951399116,59.97367452135494
2017-01-16,22.249413824057452,29.418138240574503,23.77024236983842,52.66867145421903
2017-01-17,25.08955532574974,26.530836608066185,26.006742502585315,48.82723888314374
2017-01-18,23.874335323383082,25.708062686567164,25.21550248756219,47.96130348258706
2017-01-19,24.670478521478522,25.28060839160839,26.102367632367635,45.950779220779225
2017-01-20,22.06558210422812,33.305506391347095,23.25103244837758,54.90869223205506
2017-01-21,22.40978046594982,30.950412186379932,23.692275985663084,50.238593189964156
2017-01-22,23.356388888888887,25.716917361111108,24.15102777777778,45.48172916666667
2017-01-23,27.137119199272064,24.09902547770701,28.274067333939946,43.457188353048224
2017-01-24,23.09749653579677,35.457586605080834,24.600739030023096,54.7430831408776
2017-01-25,20.291981481481482,40.13023456790123,22.022135802469137,60.547493827160494
2017-01-26,19.398602687140116,32.44119865642994,20.883829174664108,55.12317658349328
2017-01-27,20.167317280453258,28.635489140698773,21.7238149197356,52.097327667610955
2017-01-28,14.350774685816877,51.64228904847397,17.71471274685817,67.34345601436266
2017-01-29,14.611697472353871,46.6595150078989,18.13142180094787,64.37789889415481
2017-01-30,21.30786685823755,13.702825670498084,23.061810344827585,41.1755938697318
2017-01-31,21.329597222222223,17.213091666666667,22.45753472222222,44.389694444444444
2017-02-01,23.71742137096774,19.311347782258064,25.012167338709677,40.548971774193554
2017-02-02,21.1738691206544,32.15789161554192,23.14044989775051,53.8339263803681
2017-02-03,16.704519811320754,49.65624528301887,20.52733962264151,66.5081037735849
2017-02-04,17.543942675159236,44.05125568698817,19.45300272975432,64.22648771610555
2017-02-05,17.618880555555556,36.64405902777778,19.069145833333334,56.663590277777786
2017-02-06,19.468314358538656,33.46692268479185,20.832965165675446,52.66819881053526
2017-02-07,21.899516765286,30.448120315581853,22.592534516765287,51.619467455621304
2017-02-08,21.64974647887324,39.91517370892019,22.393774647887323,57.722093896713616
2017-02-09,24.112006944444445,37.40561805555555,25.09423611111111,54.516999999999996
2017-02-10,26.509346768589296,36.3710403057679,27.368262682418347,54.69617095205003
2017-02-11,26.929326388888892,23.556309722222224,27.371354166666666,48.48240972222222
2017-02-12,24.638985024958405,26.6391996672213,25.23251247920133,49.2315391014975
2017-02-13,24.306889204545453,24.09886434659091,25.033501420454545,43.364602272727275
2017-02-14,22.541104166666667,28.191530555555552,23.363152777777778,46.78073611111111
2017-02-15,21.585916666666666,28.295635416666663,22.11060416666667,50.599555555555554
2017-02-16,21.086893676164003,29.69771299513551,21.649617790132037,53.98058373870744
2017-02-17,22.31042361111111,31.88710625,22.944854166666666,51.692812499999995
2017-02-18,18.467205479452055,50.66153424657534,19.403488584474886,69.63624657534247
2017-02-19,18.332590822179732,55.795239005736136,19.97012428298279,69.91143403441683
2017-02-20,21.88212896622313,29.35108495394063,22.607205731832142,60.78263050153531
2017-02-21,21.03212591240876,31.23871350364963,21.64765510948905,62.53687043795621
2017-02-22,21.36528340080972,40.13513157894737,22.407115384615384,60.44891700404858
2017-02-23,20.52612282734647,38.87618771726535,22.139049826187716,58.72566628041715
2017-02-24,21.23347821969697,33.11174242424242,22.852178030303033,53.71764204545455
2017-02-25,24.124571026722926,23.700660337552744,25.261469760900138,42.06950070323488
2017-02-26,23.626333622936578,25.409800173761948,24.5497393570808,48.3189574283232
2017-02-27,24.245904292751582,30.412219563687547,24.93859957776214,50.26367346938775
2017-02-28,23.293476439790577,35.11985863874345,24.021842931937172,56.31275392670157
2017-03-01,23.827642656688493,31.019354536950424,24.44987839101964,55.047025257249764
2017-03-02,23.804598249801113,38.96088703261734,24.56261734287987,58.96891805887032
2017-03-03,21.993083333333335,39.66009722222222,22.554118055555556,63.664625
2017-03-04,22.601916666666664,29.900302083333333,23.191881944444443,53.27105555555556
2017-03-05,22.719924256086564,26.79002073940487,23.686221821460776,46.61137962128043
2017-03-06,24.314680555555555,20.95345625,24.92857638888889,44.066006944444446
2017-03-07,27.450297619047618,19.62159523809524,28.138668154761906,42.788020833333334
2017-03-08,24.624618055555555,30.478788194444444,25.10516666666667,53.88056944444445
2017-03-09,25.075694444444444,30.088668749999997,25.6368125,54.515319444444444
2017-03-10,26.41914583333333,28.843441666666664,27.148722222222226,51.186729166666666
2017-03-11,28.503048576214404,14.63945393634841,29.36426298157454,39.03577051926298
